crash_row_id,site_id,site_name,site_gemeente,site_lat,site_long,distance_km,crash_lat,crash_long,DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_MUNTY_COLLISION_NL,TX_WEATHER_NL,TX_ROAD_CONDITION_NL,TX_LIGHT_CONDITION_NL,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_NL
3052,67,Ieper totem,Ieper,50.85018,2.85624,0.44354205960608367,50.8540541770932,2.857744217036697,2017,6,3,33011,Ieper,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met zwaargewonden,3,Fiets,10,"één bestuurder, geen hindernis"
3226,2,Brasschaat 2,Brasschaat,51.27512,4.47169,0.21759953543805907,51.276728318606956,4.469907898963832,2017,7,8,11008,Brasschaat,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
3226,3,Brasschaat 1,Brasschaat,51.27503,4.47222,0.2480497366510082,51.276728318606956,4.469907898963832,2017,7,8,11008,Brasschaat,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
3265,98,Geel teller 2,Geel,51.1481,4.99643,0.2676919747493336,51.15016892618068,4.994467727155527,2017,7,5,13008,Geel,Normaal,Droog,Dageraad - schemering,met lichtgewonden,9,personenauto,3,Fiets
3265,97,Geel teller 1,Geel,51.14813,4.99698,0.2865464718675906,51.15016892618068,4.994467727155527,2017,7,5,13008,Geel,Normaal,Droog,Dageraad - schemering,met lichtgewonden,9,personenauto,3,Fiets
3267,98,Geel teller 2,Geel,51.1481,4.99643,0.24277332502614,51.1499670921796,4.994625855324165,2017,7,10,13008,Geel,Normaal,Droog,Dag,met zwaargewonden,9,personenauto,3,Fiets
3267,97,Geel teller 1,Geel,51.14813,4.99698,0.2620921096652089,51.1499670921796,4.994625855324165,2017,7,10,13008,Geel,Normaal,Droog,Dag,met zwaargewonden,9,personenauto,3,Fiets
3315,69,Leuven teller 1,Leuven,50.87549,4.71526,0.4816146842514026,50.875690451300294,4.7084032958802196,2017,7,8,24062,Leuven,Normaal,Droog+Proper,Dag,met lichtgewonden,9,personenauto,3,Fiets
3315,144,test leuven,Leuven,50.875576,4.7153726,0.4891643073852869,50.875690451300294,4.7084032958802196,2017,7,8,24062,Leuven,Normaal,Droog+Proper,Dag,met lichtgewonden,9,personenauto,3,Fiets
3316,107,leuven totem,Leuven,50.8870744,4.7087919,0.26941895330372523,50.88506956085931,4.710948646404899,2017,8,17,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,8,Voetganger
3316,77,Leuven teller 2,Leuven,50.88672,4.70796,0.27862762794763546,50.88506956085931,4.710948646404899,2017,8,17,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,8,Voetganger
3337,101,Diest teller 1,Diest,50.97799,5.04481,0.0350949406238372,50.978280315801484,5.045006653137968,2017,7,17,24020,Diest,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
3337,102,Diest teller 2,Diest,50.9779,5.04474,0.046226472584104075,50.978280315801484,5.045006653137968,2017,7,17,24020,Diest,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
